COUNTER,INTERPOLATED,RAW_CQ,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, ES_TIMESTAMPFUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,
52,0,0,4069.74358974359,4499.48717948718,3919.48717948718,4260.51282051282,4204.10256410256,4490.76923076923,4569.74358974359,4658.46153846154,4086.66666666667,4282.05128205128,4042.5641025641,4103.58974358974,4413.84615384615,4770.76923076923,1683,1692,0.894,0,0,0,0,0,
53,0,0,4055.89743589744,4484.61538461538,3905.64102564103,4251.28205128205,4191.79487179487,4478.46153846154,4555.38461538462,4661.02564102564,4075.89743589744,4266.15384615385,4038.46153846154,4117.4358974359,4401.53846153846,4770.76923076923,1682,1693,0.894,0,0,0,0,0,
54,0,0,4038.46153846154,4469.23076923077,3890.25641025641,4240,4181.02564102564,4471.28205128205,4546.66666666667,4657.94871794872,4065.64102564103,4260.51282051282,4040,4121.53846153846,4392.82051282051,4770.25641025641,1682,1692,0.894,0,0,0,0,0,
55,0,0,4045.12820512821,4482.5641025641,3896.92307692308,4247.17948717949,4189.74358974359,4472.82051282051,4552.30769230769,4655.89743589744,4069.74358974359,4264.10256410256,4043.58974358974,4121.02564102564,4391.28205128205,4766.15384615385,1682,1693,0.894,0,0,0,0,0,
56,0,0,4077.94871794872,4516.92307692308,3923.07692307692,4264.10256410256,4210.25641025641,4485.12820512821,4565.64102564103,4656.41025641026,4075.89743589744,4268.71794871795,4041.02564102564,4137.94871794872,4403.07692307692,4778.46153846154,1682,1693,0.894,0.0390960983932018,0,0,0,0,
57,0,0,4101.02564102564,4532.30769230769,3944.61538461539,4269.74358974359,4220,4489.23076923077,4567.69230769231,4657.94871794872,4076.92307692308,4278.46153846154,4042.05128205128,4143.58974358974,4417.4358974359,4783.58974358974,1681,1692,0.932,0.0390960983932018,0,0,0,0,
58,0,0,4098.46153846154,4523.07692307692,3945.12820512821,4268.71794871795,4218.46153846154,4480.51282051282,4560.51282051282,4658.97435897436,4075.89743589744,4288.20512820513,4043.58974358974,4128.20512820513,4417.4358974359,4767.17948717949,1681,1692,0.932,0.0390960983932018,0,0,0,0,
59,0,0,4080.51282051282,4513.84615384615,3929.74358974359,4262.05128205128,4210.76923076923,4477.4358974359,4558.46153846154,4656.41025641026,4067.69230769231,4277.4358974359,4040,4113.33333333333,4405.12820512821,4760,1681,1692,0.932,0.0390960983932018,0,0,0,0,
60,0,0,4059.48717948718,4504.61538461538,3923.58974358974,4250.25641025641,4203.07692307692,4480.51282051282,4558.46153846154,4654.8717948718,4059.48717948718,4261.02564102564,4036.92307692308,4112.30769230769,4390.25641025641,4757.94871794872,1681,1693,0.932,0.0390960983932018,0,0,0,0,
61,0,0,4046.66666666667,4493.33333333333,3925.64102564103,4242.5641025641,4200,4475.89743589744,4552.30769230769,4656.92307692308,4062.05128205128,4260.51282051282,4038.97435897436,4115.89743589744,4375.89743589744,4736.92307692308,1681,1692,0.932,0.0390960983932018,0,0,0,0,
62,0,0,4048.71794871795,4486.66666666667,3911.28205128205,4241.53846153846,4194.8717948718,4469.23076923077,4548.71794871795,4658.46153846154,4068.20512820513,4256.41025641026,4041.02564102564,4112.82051282051,4370.25641025641,4728.71794871795,1681,1693,0.971,0.0390960983932018,0,0,0,0,
63,0,0,4050.76923076923,4490.76923076923,3892.30769230769,4241.02564102564,4192.82051282051,4472.82051282051,4552.30769230769,4654.8717948718,4072.82051282051,4248.71794871795,4035.38461538462,4104.61538461538,4375.89743589744,4751.28205128205,1681,1691,0.971,0.0390960983932018,0,0,0,0,
64,0,484,4045.64102564103,4500,3894.8717948718,4243.07692307692,4198.97435897436,4476.41025641026,4553.33333333333,4655.38461538462,4074.8717948718,4254.8717948718,4033.84615384615,4102.05128205128,4378.46153846154,4772.82051282051,1682,1692,0.971,0.0390960983932018,0,0,0,0,
65,0,390,4062.05128205128,4511.28205128205,3913.33333333333,4252.82051282051,4203.58974358974,4478.46153846154,4554.8717948718,4659.48717948718,4075.38461538462,4266.15384615385,4037.94871794872,4120,4382.05128205128,4789.74358974359,1682,1693,0.971,0.0390960983932018,0,0,0,0,
66,0,500,4088.20512820513,4520.51282051282,3925.12820512821,4260.51282051282,4200.51282051282,4476.41025641026,4557.4358974359,4659.48717948718,4073.33333333333,4264.61538461538,4035.89743589744,4138.46153846154,4393.84615384615,4800,1682,1693,0.971,0.0390960983932018,0,0,0,0,
67,0,493,4090.25641025641,4525.12820512821,3928.20512820513,4262.5641025641,4205.64102564103,4474.35897435897,4556.41025641026,4660,4070.25641025641,4265.64102564103,4034.35897435898,4137.4358974359,4400,4790.25641025641,1683,1693,1.01,0.0390960983932018,0,0,0,0,
68,0,514,4084.61538461539,4527.17948717949,3931.28205128205,4261.53846153846,4217.4358974359,4482.05128205128,4555.38461538462,4662.05128205128,4068.20512820513,4271.28205128205,4036.41025641026,4128.20512820513,4394.35897435897,4777.4358974359,1682,1694,1.01,0.0390960983932018,0,0,0,0,
69,0,504,4085.64102564103,4523.07692307692,3932.82051282051,4255.38461538462,4220.51282051282,4486.15384615385,4558.97435897436,4658.97435897436,4064.61538461539,4260,4034.35897435898,4120,4384.10256410256,4774.35897435897,1683,1695,1.01,0.0390960983932018,0,0,0,0,
