COUNTER,INTERPOLATED,RAW_CQ,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, ES_TIMESTAMPFUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,
8,0,0,3943.07692307692,4417.4358974359,3880,4043.58974358974,4129.74358974359,4415.89743589744,4577.4358974359,4657.94871794872,4002.05128205128,4263.58974358974,4120,4033.84615384615,4422.5641025641,4724.61538461539,1681,1694,0.861,0,0,0,0,0,
9,0,432,3960.51282051282,4431.28205128205,3881.53846153846,4047.17948717949,4138.46153846154,4416.41025641026,4582.05128205128,4653.33333333333,4005.12820512821,4270.25641025641,4120.51282051282,4078.46153846154,4429.74358974359,4759.48717948718,1681,1692,0.861,0,0,0,0,0,
10,0,417,3951.28205128205,4406.66666666667,3880,4034.35897435898,4136.41025641026,4412.30769230769,4584.61538461538,4651.79487179487,4005.12820512821,4247.69230769231,4114.35897435897,4078.46153846154,4412.82051282051,4749.23076923077,1681,1693,0.861,0,0,0,0,0,
11,0,448,3971.28205128205,4421.53846153846,3905.12820512821,4048.20512820513,4131.28205128205,4427.69230769231,4583.07692307692,4658.46153846154,3998.97435897436,4267.17948717949,4126.66666666667,4082.5641025641,4431.79487179487,4749.74358974359,1681,1692,0.861,0,0,0,0,0,
12,0,335,3989.23076923077,4452.82051282051,3912.30769230769,4059.48717948718,4154.35897435897,4433.33333333333,4578.46153846154,4658.97435897436,3996.92307692308,4296.92307692308,4129.74358974359,4090.76923076923,4456.41025641026,4770.76923076923,1681,1693,0.861,0.0390960983932018,0,0,0,0,
13,0,486,3974.8717948718,4438.97435897436,3895.89743589744,4046.66666666667,4157.4358974359,4416.41025641026,4576.41025641026,4656.41025641026,4003.07692307692,4280,4116.41025641026,4064.10256410256,4438.46153846154,4762.5641025641,1681,1693,0.9,0.0390960983932018,0,0,0,0,
14,0,417,3972.82051282051,4432.82051282051,3907.69230769231,4049.74358974359,4144.61538461538,4421.02564102564,4582.5641025641,4656.92307692308,4005.64102564103,4275.89743589744,4121.02564102564,4077.4358974359,4434.35897435897,4760,1681,1694,0.9,0.0390960983932018,0,0,0,0,
15,0,448,3978.46153846154,4446.66666666667,3918.97435897436,4056.41025641026,4146.66666666667,4434.35897435897,4586.66666666667,4654.8717948718,4002.05128205128,4291.28205128205,4128.71794871795,4129.74358974359,4451.28205128205,4776.92307692308,1682,1693,0.9,0.0390960983932018,0,0,0,0,
16,0,0,3962.5641025641,4431.28205128205,3893.84615384615,4040,4142.05128205128,4425.12820512821,4583.07692307692,4654.8717948718,4001.53846153846,4273.33333333333,4111.79487179487,4076.41025641026,4430.76923076923,4757.4358974359,1681,1694,0.9,0.0390960983932018,0,0,0,0,
17,0,0,3931.28205128205,4407.17948717949,3875.89743589744,4027.17948717949,4145.64102564103,4421.02564102564,4579.48717948718,4658.97435897436,4004.61538461539,4260,4094.8717948718,3991.28205128205,4402.05128205128,4714.35897435897,1682,1695,0.9,0.0390960983932018,0,0,0,0,
18,0,0,3915.89743589744,4408.71794871795,3879.48717948718,4030.25641025641,4154.35897435897,4424.10256410256,4582.05128205128,4656.92307692308,4002.5641025641,4265.64102564103,4104.61538461538,4030.25641025641,4404.61538461538,4709.74358974359,1682,1693,0.937,0.0390960983932018,0,0,0,0,
19,0,0,3936.92307692308,4418.97435897436,3880,4031.28205128205,4134.35897435897,4412.82051282051,4581.02564102564,4653.33333333333,3996.92307692308,4253.84615384615,4122.5641025641,4099.48717948718,4414.35897435897,4741.53846153846,1683,1694,0.937,0.0390960983932018,0,0,0,0,
20,0,0,3956.92307692308,4419.48717948718,3879.48717948718,4025.64102564103,4127.17948717949,4403.07692307692,4575.89743589744,4657.4358974359,3997.4358974359,4243.07692307692,4120,4096.41025641026,4413.33333333333,4751.28205128205,1683,1693,0.937,0.0390960983932018,0,0,0,0,
21,0,0,3964.10256410256,4431.79487179487,3892.82051282051,4033.33333333333,4157.94871794872,4418.97435897436,4577.4358974359,4658.46153846154,4003.07692307692,4274.8717948718,4117.94871794872,4077.94871794872,4422.5641025641,4747.69230769231,1683,1694,0.937,0.0390960983932018,0,0,0,0,
22,0,0,3987.17948717949,4462.5641025641,3915.38461538462,4057.4358974359,4166.15384615385,4434.8717948718,4583.58974358974,4658.97435897436,4002.5641025641,4318.97435897436,4125.12820512821,4082.05128205128,4448.20512820513,4776.41025641026,1684,1694,0.972,0.0390960983932018,0,0,0,0,
23,0,0,3986.15384615385,4460.51282051282,3908.71794871795,4053.84615384615,4155.38461538462,4428.71794871795,4584.61538461538,4659.48717948718,3997.4358974359,4307.17948717949,4113.33333333333,4070.76923076923,4445.12820512821,4780.51282051282,1684,1693,0.972,0.0390960983932018,0,0,0,0,
24,0,0,3942.5641025641,4422.05128205128,3879.48717948718,4022.05128205128,4149.23076923077,4420,4581.53846153846,4657.94871794872,3997.4358974359,4265.64102564103,4097.4358974359,4063.58974358974,4406.66666666667,4736.92307692308,1685,1693,0.972,0.0390960983932018,0,0,0,0,
25,0,0,3938.46153846154,4426.15384615385,3879.48717948718,4026.66666666667,4144.10256410256,4424.10256410256,4578.97435897436,4657.94871794872,3997.94871794872,4272.30769230769,4112.30769230769,4091.28205128205,4399.48717948718,4733.84615384615,1683,1693,0.972,0.0390960983932018,0,0,0,0,
