COUNTER,INTERPOLATED,RAW_CQ,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, ES_TIMESTAMPFUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,
29,0,0,4031.28205128205,4598.46153846154,3964.61538461539,4262.05128205128,4153.84615384615,4502.5641025641,4556.41025641026,4657.94871794872,4039.48717948718,4174.8717948718,4002.5641025641,4030.76923076923,4260.51282051282,4698.46153846154,1683,1694,0.872,0,0,0,0,0,
30,0,0,4029.74358974359,4601.53846153846,3973.84615384615,4266.66666666667,4150.25641025641,4503.58974358974,4559.48717948718,4659.48717948718,4046.15384615385,4190.76923076923,4003.58974358974,4039.48717948718,4267.69230769231,4712.30769230769,1682,1695,0.872,0,0,0,0,0,
31,0,0,4039.48717948718,4615.38461538462,3990.76923076923,4279.48717948718,4161.02564102564,4504.10256410256,4571.79487179487,4655.89743589744,4058.46153846154,4209.74358974359,4006.15384615385,4058.46153846154,4284.61538461538,4730.25641025641,1682,1695,0.872,0,0,0,0,0,
32,0,0,4057.94871794872,4616.92307692308,3989.23076923077,4276.92307692308,4167.69230769231,4511.79487179487,4579.48717948718,4661.53846153846,4065.12820512821,4215.89743589744,4006.66666666667,4064.10256410256,4286.66666666667,4727.69230769231,1681,1695,0.872,0,0,0,0,0,
33,0,0,4055.38461538462,4600,3964.10256410256,4261.02564102564,4155.38461538462,4504.61538461538,4566.66666666667,4666.15384615385,4058.46153846154,4201.53846153846,4002.5641025641,4036.41025641026,4265.64102564103,4705.12820512821,1681,1695,0.872,0.0390960983932018,0,0,0,0,
34,0,0,4048.20512820513,4599.48717948718,3956.92307692308,4262.5641025641,4152.30769230769,4494.8717948718,4558.97435897436,4656.41025641026,4049.23076923077,4193.33333333333,4002.05128205128,4023.58974358974,4264.10256410256,4702.5641025641,1680,1695,0.91,0.0390960983932018,0,0,0,0,
35,0,0,4052.82051282051,4605.12820512821,3961.02564102564,4269.74358974359,4154.8717948718,4490.25641025641,4553.84615384615,4653.33333333333,4024.10256410256,4195.38461538462,4004.10256410256,4032.30769230769,4271.79487179487,4710.76923076923,1681,1695,0.91,0.0390960983932018,0,0,0,0,
36,0,0,4047.17948717949,4595.38461538462,3952.30769230769,4260,4147.17948717949,4478.46153846154,4535.89743589744,4659.48717948718,3991.28205128205,4183.07692307692,4003.07692307692,4021.53846153846,4264.10256410256,4702.5641025641,1680,1694,0.91,0.0390960983932018,0,0,0,0,
37,0,0,4041.53846153846,4592.82051282051,3950.25641025641,4255.38461538462,4146.15384615385,4476.92307692308,4535.89743589744,4656.92307692308,4006.66666666667,4177.94871794872,4002.05128205128,4014.35897435898,4265.12820512821,4699.48717948718,1682,1694,0.91,0.0390960983932018,0,0,0,0,
38,0,0,4048.71794871795,4603.58974358974,3961.02564102564,4265.12820512821,4155.38461538462,4490.76923076923,4555.38461538462,4650.76923076923,4046.15384615385,4189.74358974359,4004.10256410256,4030.76923076923,4274.8717948718,4708.20512820513,1682,1692,0.91,0.0390960983932018,0,0,0,0,
