COUNTER,INTERPOLATED,RAW_CQ,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, ES_TIMESTAMPFUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,
30,0,0,4109.23076923077,4561.02564102564,4037.4358974359,4228.71794871795,4184.10256410256,4507.17948717949,4581.02564102564,4656.92307692308,4062.05128205128,4264.61538461538,4037.94871794872,4083.58974358974,4348.71794871795,4810.76923076923,1684,1694,0.88,0,0,0,0,0,
31,0,0,4103.07692307692,4557.4358974359,4029.23076923077,4222.05128205128,4185.64102564103,4502.5641025641,4569.23076923077,4654.35897435897,4043.58974358974,4239.48717948718,4032.30769230769,4085.12820512821,4336.92307692308,4790.76923076923,1684,1693,0.88,0,0,0,0,0,
32,0,0,4120.51282051282,4567.17948717949,4027.69230769231,4222.5641025641,4185.12820512821,4504.10256410256,4569.74358974359,4655.38461538462,4041.02564102564,4218.97435897436,4033.84615384615,4098.46153846154,4341.02564102564,4801.02564102564,1684,1694,0.88,0,0,0,0,0,
33,0,0,4124.10256410256,4561.02564102564,4022.05128205128,4221.02564102564,4183.07692307692,4497.94871794872,4571.28205128205,4657.94871794872,4038.46153846154,4229.23076923077,4029.74358974359,4097.4358974359,4342.05128205128,4812.82051282051,1684,1694,0.88,0,0,0,0,0,
34,0,0,4117.94871794872,4552.82051282051,4018.97435897436,4217.94871794872,4185.64102564103,4491.79487179487,4569.74358974359,4653.84615384615,4033.33333333333,4250.25641025641,4029.74358974359,4090.25641025641,4339.48717948718,4808.71794871795,1683,1694,0.919,0.0312768779695034,0,0,0,0,
35,0,0,4122.05128205128,4558.46153846154,4027.17948717949,4216.41025641026,4187.17948717949,4494.35897435897,4572.30769230769,4651.28205128205,4034.35897435898,4251.79487179487,4036.41025641026,4095.38461538462,4342.05128205128,4809.74358974359,1684,1694,0.919,0.0312768779695034,0,0,0,0,
36,0,0,4121.02564102564,4559.48717948718,4034.8717948718,4218.97435897436,4183.07692307692,4495.38461538462,4573.84615384615,4656.92307692308,4039.48717948718,4238.97435897436,4036.92307692308,4102.05128205128,4344.61538461538,4816.41025641026,1683,1694,0.919,0.0312768779695034,0,0,0,0,
37,0,0,4117.4358974359,4560.51282051282,4035.89743589744,4222.05128205128,4181.02564102564,4492.82051282051,4572.30769230769,4659.48717948718,4044.61538461539,4242.05128205128,4036.41025641026,4104.10256410256,4348.20512820513,4817.4358974359,1683,1695,0.919,0.0312768779695034,0,0,0,0,
38,0,0,4118.46153846154,4567.69230769231,4035.89743589744,4221.02564102564,4185.64102564103,4490.76923076923,4569.74358974359,4655.89743589744,4045.64102564103,4258.97435897436,4039.48717948718,4100,4354.35897435897,4816.41025641026,1683,1694,0.919,0.0312768779695034,0,0,0,0,
39,0,0,4121.02564102564,4570.25641025641,4037.4358974359,4223.07692307692,4183.58974358974,4491.79487179487,4571.79487179487,4655.89743589744,4052.82051282051,4263.07692307692,4039.48717948718,4092.82051282051,4358.46153846154,4815.89743589744,1683,1694,0.956,0.0312768779695034,0,0,0,0,
