COUNTER,INTERPOLATED,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,,,,,,,,,,,,,,,,,,,,,,,
89,0,4186.666564,4197.948615,4197.948615,4187.179385,4169.743488,4166.666565,4183.589641,4186.153744,4198.974256,4200.512718,4214.871692,4200.512718,4198.461436,4186.153744,666,2041,2048,0,0,2454,301,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
90,0,4193.846051,4198.974256,4194.871692,4185.128103,4180.512718,4171.281949,4185.640923,4194.871692,4205.640923,4206.153743,4220.512717,4201.538359,4214.358871,4189.743487,866,2039,2048,0,0,2454,301,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
91,0,4185.128103,4195.897333,4186.666564,4181.538359,4185.128103,4172.820411,4187.179385,4191.794769,4192.30759,4200.512718,4215.384512,4189.230667,4201.538359,4188.205026,244,2041,2050,0,0,2454,344,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
92,0,4170.769129,4194.358872,4184.615282,4181.025539,4174.358872,4169.743488,4184.102462,4181.538359,4189.743487,4190.769128,4204.615282,4181.025539,4181.025539,4182.564,236,2041,2050,0,0,2454,344,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
93,0,4172.30759,4196.922974,4188.717846,4183.076821,4174.871693,4169.230667,4182.05118,4182.05118,4194.871692,4194.871692,4207.692205,4189.743487,4189.743487,4184.102462,666,2043,2049,0,0,2454,344,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
94,0,4187.692205,4199.487077,4194.358872,4182.564,4185.640923,4172.30759,4185.128103,4190.256308,4192.30759,4214.871692,4217.948615,4203.589641,4210.769128,4189.230667,866,2044,2050,0,0,2454,344,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
95,0,4190.256308,4199.487077,4195.384513,4183.589641,4184.102462,4169.743488,4187.692205,4190.769128,4190.769128,4212.307589,4215.384512,4203.07682,4205.128102,4187.692205,244,2043,2049,0,0,2454,344,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
96,0,4182.564,4199.999897,4192.82041,4186.666564,4180.512718,4167.179385,4187.692205,4184.615282,4191.281949,4187.692205,4211.281948,4194.871692,4186.666564,4183.589641,236,2044,2048,0,0,2454,387,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
97,0,4185.128103,4201.025538,4196.410154,4186.153744,4185.640923,4171.79477,4187.692205,4184.102462,4187.179385,4184.615282,4215.897333,4197.948615,4191.281949,4186.666564,666,2045,2051,0,0,2454,387,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
98,0,4187.179385,4199.487077,4199.999897,4182.05118,4186.153744,4172.820411,4187.179385,4185.640923,4189.230667,4198.974256,4219.487076,4202.051179,4201.025538,4189.230667,866,2045,2050,0,0,2454,387,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
99,0,4183.076821,4197.948615,4194.871692,4180.512718,4183.076821,4169.743488,4186.666564,4184.615282,4198.461436,4202.564,4217.948615,4193.846051,4196.410154,4186.153744,244,2045,2052,0,0,2454,387,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
100,0,4185.640923,4199.999897,4190.256308,4185.128103,4184.615282,4170.256308,4185.128103,4187.692205,4197.948615,4200.512718,4215.897333,4190.256308,4195.384513,4185.128103,236,2045,2050,0,0,2454,387,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
101,0,4191.281949,4199.999897,4186.666564,4183.589641,4185.128103,4172.30759,4185.640923,4187.179385,4193.333231,4198.974256,4214.871692,4192.82041,4198.974256,4187.179385,666,2044,2052,0,0,2454,387,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
102,0,4191.281949,4198.461436,4185.640923,4176.922975,4184.615282,4171.281949,4185.640923,4176.922975,4191.794769,4190.256308,4213.33323,4186.666564,4189.743487,4185.640923,866,2043,2053,0,0,2454,430,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
103,0,4187.692205,4200.512718,4189.230667,4180.512718,4185.128103,4170.256308,4184.615282,4174.871693,4185.640923,4183.076821,4204.615282,4181.025539,4179.487077,4183.076821,244,2042,2053,0,0,2454,430,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
104,0,4188.205026,4202.051179,4190.256308,4191.794769,4186.666564,4170.256308,4184.615282,4184.102462,4189.230667,4184.102462,4199.999897,4185.128103,4183.589641,4184.615282,236,2044,2051,0,0,2454,430,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
105,0,4188.205026,4199.999897,4187.692205,4185.128103,4185.128103,4171.79477,4185.640923,4187.692205,4198.461436,4188.717846,4205.128102,4187.692205,4186.666564,4186.666564,666,2043,2051,0,0,2454,430,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
106,0,4185.128103,4197.435795,4185.640923,4173.333231,4185.640923,4175.384513,4188.205026,4184.615282,4199.487077,4196.922974,4206.153743,4184.615282,4186.153744,4186.666564,866,2042,2051,0,0,2454,430,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
107,0,4185.640923,4198.461436,4186.153744,4179.999898,4188.205026,4176.410154,4187.692205,4186.153744,4199.487077,4203.07682,4202.051179,4183.589641,4189.743487,4187.692205,244,2042,2049,0,0,2454,473,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
108,0,4191.794769,4204.102461,4189.230667,4189.743487,4187.179385,4169.743488,4183.589641,4186.666564,4196.922974,4203.589641,4203.07682,4185.640923,4191.281949,4189.743487,236,2042,2048,0,0,2454,473,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
109,0,4192.30759,4204.615282,4189.230667,4188.717846,4185.128103,4167.692206,4183.589641,4184.102462,4188.205026,4198.974256,4204.615282,4187.179385,4190.769128,4188.717846,666,2042,2048,0,0,2454,473,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
110,0,4188.205026,4199.999897,4185.128103,4179.487077,4187.692205,4177.435795,4186.153744,4182.564,4187.692205,4196.922974,4202.051179,4181.025539,4190.256308,4185.640923,866,2043,2047,0,0,2454,473,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
111,0,4187.179385,4199.487077,4185.640923,4174.358872,4189.743487,4179.999898,4184.615282,4182.05118,4189.230667,4196.922974,4199.999897,4172.820411,4189.230667,4184.615282,244,2042,2048,0,0,2454,473,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
112,0,4182.564,4197.435795,4187.179385,4177.435795,4187.692205,4171.281949,4184.615282,4182.564,4184.102462,4191.281949,4201.025538,4171.281949,4186.153744,4184.615282,236,2043,2048,0,0,2454,473,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
113,0,4174.358872,4190.769128,4184.615282,4176.922975,4184.615282,4169.743488,4188.205026,4183.589641,4189.230667,4188.205026,4203.589641,4171.281949,4182.05118,4183.589641,666,2041,2047,0,0,2454,515,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
114,0,4175.384513,4190.769128,4183.589641,4167.692206,4183.589641,4172.30759,4187.692205,4183.589641,4197.948615,4193.333231,4205.640923,4169.230667,4182.564,4182.564,866,2041,2048,0,0,2454,515,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
115,0,4182.05118,4195.384513,4184.615282,4168.717847,4182.564,4169.230667,4187.179385,4184.615282,4191.794769,4192.30759,4201.025538,4168.205026,4185.640923,4185.128103,244,2041,2048,0,0,2454,515,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
116,0,4186.666564,4198.461436,4185.128103,4178.974257,4182.05118,4167.692206,4187.692205,4182.05118,4184.102462,4185.640923,4199.999897,4170.769129,4182.05118,4185.640923,236,2041,2049,0,0,2454,515,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
117,0,4182.564,4195.384513,4183.589641,4173.333231,4181.538359,4168.717847,4184.615282,4175.384513,4186.666564,4185.128103,4208.717846,4168.205026,4170.256308,4182.564,666,2039,2049,0,0,2454,515,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
118,0,4170.769129,4189.743487,4182.05118,4165.128103,4181.538359,4168.205026,4184.102462,4176.922975,4186.666564,4182.564,4209.743487,4165.128103,4162.564001,4182.05118,866,2040,2050,0,0,2454,559,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
119,0,4172.820411,4192.82041,4183.076821,4172.30759,4183.589641,4168.205026,4188.205026,4186.153744,4185.128103,4184.102462,4200.512718,4168.205026,4172.820411,4184.102462,244,2041,2050,0,0,2454,559,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
120,0,4192.30759,4201.025538,4184.615282,4184.102462,4188.717846,4172.30759,4188.717846,4189.743487,4192.30759,4198.461436,4198.461436,4170.256308,4192.82041,4185.128103,236,2040,2051,0,0,2454,559,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
121,0,4204.102461,4204.102461,4187.692205,4194.358872,4198.974256,4179.487077,4189.743487,4189.743487,4198.461436,4210.769128,4207.179384,4172.820411,4200.512718,4187.179385,666,2039,2050,0,0,2454,559,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
122,0,4206.153743,4206.666564,4194.358872,4200.512718,4208.205025,4188.717846,4195.897333,4196.922974,4198.461436,4212.307589,4214.358871,4182.564,4198.974256,4188.717846,866,2040,2052,0,0,2454,559,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
123,0,4212.307589,4211.281948,4198.974256,4202.051179,4209.230666,4194.871692,4201.025538,4205.128102,4197.435795,4216.410153,4216.410153,4189.743487,4212.307589,4187.692205,244,2040,2049,0,0,2454,559,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
124,0,4215.897333,4209.230666,4198.461436,4203.07682,4203.589641,4191.794769,4197.435795,4204.615282,4199.487077,4221.538358,4216.922974,4185.640923,4221.538358,4187.692205,236,2041,2048,0,0,2454,603,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
125,0,4206.153743,4202.564,4197.948615,4199.999897,4200.512718,4184.102462,4193.846051,4198.974256,4200.512718,4218.461435,4215.897333,4181.538359,4200.512718,4188.205026,666,2040,2049,0,0,2454,603,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
126,0,4196.922974,4199.487077,4198.461436,4189.230667,4202.051179,4183.589641,4196.410154,4200.512718,4199.999897,4215.897333,4217.435794,4186.666564,4195.897333,4188.205026,866,2039,2048,0,0,2454,603,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
127,0,4208.205025,4199.999897,4197.948615,4191.281949,4203.589641,4189.230667,4199.487077,4205.640923,4200.512718,4222.563999,4225.128102,4196.410154,4231.794768,4194.358872,244,2039,2048,0,0,2454,603,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
128,0,4223.07682,4197.948615,4199.999897,4202.051179,4203.07682,4188.205026,4199.999897,4203.589641,4198.461436,4228.717845,4232.820409,4202.051179,4262.563998,4201.538359,236,2040,2048,0,0,2454,603,4,4,2,4,4,4,4,4,1,4,3,4,4,2,4,4
0,0,4220.512717,4187.179385,4201.025538,4191.794769,4202.564,4184.615282,4202.051179,4204.615282,4198.974256,4228.717845,4232.307589,4199.999897,4271.794767,4201.025538,357,2039,2046,0,0,2454,646,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
1,0,4208.717846,4175.897334,4195.384513,4178.461436,4202.564,4187.179385,4205.128102,4213.846051,4201.538359,4229.743486,4232.820409,4198.974256,4278.461434,4199.487077,851,2039,2047,0,0,2454,646,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
2,0,4204.102461,4173.846052,4193.333231,4182.05118,4201.538359,4186.153744,4204.615282,4215.384512,4199.999897,4232.307589,4241.025537,4199.999897,4282.563998,4201.025538,872,2039,2047,0,0,2454,646,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
3,0,4201.025538,4173.333231,4197.435795,4184.102462,4201.538359,4186.153744,4210.256307,4209.743487,4199.487077,4229.743486,4247.692204,4198.974256,4275.897331,4202.051179,424,2040,2046,0,0,2454,646,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
4,0,4199.487077,4171.281949,4198.974256,4179.999898,4202.564,4189.743487,4216.410153,4209.743487,4202.051179,4229.230666,4251.794768,4199.999897,4276.922972,4201.025538,801,2039,2047,0,0,2454,646,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
