COUNTER,INTERPOLATED,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,,,,,,,,,,,,,,,,,,,,,,,
33,0,4285.1281,4310.256305,4263.076819,4295.38451,4295.38451,4299.487074,4287.692203,4280.512716,4245.640922,4277.435793,4202.051179,4263.076819,4265.128101,4249.230665,0,2044,2047,0,0,2408,100,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
34,0,4276.922972,4305.1281,4264.61528,4291.794767,4296.410151,4296.410151,4292.307587,4278.461434,4248.205024,4279.487075,4202.051179,4262.563998,4269.230665,4249.230665,0,2043,2048,0,0,2408,100,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
35,0,4274.35887,4297.948613,4265.128101,4279.487075,4290.769126,4291.281946,4290.256305,4275.384511,4235.897332,4268.205024,4200.512718,4257.948614,4264.10246,4249.230665,0,2043,2048,0,0,2408,142,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
36,0,4285.1281,4303.589638,4265.640921,4279.999895,4290.256305,4292.820408,4288.205023,4277.435793,4233.84605,4266.153742,4202.051179,4261.538357,4264.10246,4249.230665,0,2044,2048,0,0,2408,142,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
37,0,4276.410152,4303.589638,4264.61528,4282.051177,4291.281946,4294.358869,4291.794767,4277.948613,4243.076819,4271.794767,4202.051179,4262.051178,4266.153742,4249.230665,0,2042,2048,0,0,2408,142,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
38,0,4260.512716,4294.358869,4262.051178,4276.410152,4286.153741,4294.358869,4292.820408,4279.487075,4249.230665,4275.897331,4201.538359,4261.025537,4265.640921,4249.230665,0,2042,2047,0,0,2408,142,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
39,0,4262.051178,4294.358869,4265.128101,4275.897331,4281.538357,4288.717844,4286.153741,4281.025536,4245.640922,4274.35887,4200.512718,4260.512716,4266.153742,4249.230665,0,2042,2048,0,0,2408,142,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
40,0,4265.640921,4294.358869,4265.640921,4276.922972,4282.051177,4282.563998,4285.1281,4275.897331,4235.897332,4269.230665,4200.512718,4257.948614,4263.076819,4249.230665,0,2044,2047,0,0,2408,142,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
41,0,4262.051178,4293.333228,4262.051178,4270.256306,4279.487075,4281.025536,4285.640921,4275.897331,4239.999896,4270.256306,4201.025538,4258.974255,4265.128101,4249.230665,0,2043,2047,0,0,2408,184,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
42,0,4265.128101,4293.333228,4263.076819,4264.61528,4274.87169,4280.512716,4281.538357,4279.487075,4246.666563,4274.35887,4201.538359,4263.589639,4273.333229,4249.230665,0,2042,2046,0,0,2408,184,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
43,0,4265.640921,4285.1281,4264.10246,4264.10246,4277.435793,4279.999895,4278.461434,4273.846049,4241.025537,4269.230665,4202.051179,4263.076819,4272.820408,4249.743486,0,2043,2047,0,0,2408,184,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
44,0,4254.35887,4282.051177,4261.025537,4265.128101,4280.512716,4282.563998,4279.999895,4268.205024,4237.435794,4261.025537,4201.538359,4256.410152,4261.025537,4248.717845,0,2043,2047,0,0,2408,184,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
45,0,4248.205024,4287.692203,4263.076819,4263.589639,4273.333229,4278.974254,4281.538357,4269.230665,4242.051178,4262.563998,4202.051179,4250.769127,4256.922973,4249.230665,0,2043,2048,0,0,2408,184,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
46,0,4249.230665,4285.1281,4262.563998,4256.922973,4263.589639,4268.205024,4277.435793,4269.743485,4238.461435,4265.128101,4202.051179,4249.743486,4263.076819,4250.769127,0,2042,2049,0,0,2408,229,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
47,0,4248.205024,4277.948613,4259.999896,4249.230665,4262.051178,4263.076819,4270.256306,4263.076819,4233.33323,4256.922973,4198.974256,4249.230665,4255.384511,4246.666563,0,2042,2050,0,0,2408,229,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
48,0,4243.076819,4278.461434,4261.025537,4246.153742,4262.563998,4264.61528,4269.230665,4253.84605,4235.897332,4249.743486,4199.487077,4244.10246,4235.897332,4244.10246,0,2041,2050,0,0,2408,229,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
49,0,4237.948614,4276.410152,4254.871691,4246.153742,4258.974255,4263.589639,4274.87169,4248.717845,4233.84605,4245.640922,4196.922974,4241.025537,4229.230666,4247.692204,0,2042,2049,0,0,2408,229,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
50,0,4231.794768,4270.256306,4249.743486,4243.58964,4256.410152,4262.563998,4278.461434,4248.205024,4232.307589,4237.948614,4188.205026,4246.666563,4231.281948,4241.025537,0,2044,2048,0,0,2408,229,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
51,0,4234.358871,4270.769126,4252.820409,4243.076819,4259.999896,4264.61528,4275.897331,4247.692204,4234.358871,4235.384512,4190.769128,4249.743486,4230.256307,4233.84605,0,2044,2047,0,0,2408,229,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
52,0,4236.922973,4276.410152,4257.435793,4248.205024,4261.538357,4261.025537,4270.256306,4246.153742,4233.84605,4244.615281,4199.487077,4247.692204,4231.281948,4241.538358,0,2043,2047,0,0,2408,269,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
53,0,4225.640922,4276.410152,4257.948614,4248.205024,4255.897332,4253.84605,4265.640921,4248.717845,4234.358871,4249.743486,4200.512718,4248.717845,4233.84605,4247.692204,0,2045,2046,0,0,2408,269,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
54,0,4219.999897,4267.692203,4253.84605,4237.948614,4248.717845,4250.769127,4264.10246,4246.153742,4232.820409,4242.563999,4198.974256,4248.717845,4229.743486,4241.025537,0,2044,2046,0,0,2408,269,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
55,0,4229.743486,4267.179383,4247.692204,4229.230666,4248.205024,4249.230665,4267.179383,4243.076819,4232.307589,4241.538358,4196.410154,4245.640922,4228.717845,4236.410153,0,2045,2047,0,0,2408,269,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
56,0,4237.948614,4275.384511,4246.666563,4238.974255,4251.281947,4253.84605,4269.230665,4245.640922,4234.358871,4247.692204,4193.333231,4245.128101,4233.33323,4238.461435,0,2045,2046,0,0,2408,269,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
57,0,4232.307589,4271.281947,4247.692204,4244.10246,4250.256306,4257.948614,4268.717844,4247.692204,4235.384512,4247.692204,4192.82041,4239.487076,4232.307589,4235.384512,0,2046,2047,0,0,2408,312,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
58,0,4218.974256,4265.128101,4244.10246,4233.84605,4249.743486,4254.871691,4271.794767,4247.179383,4235.897332,4247.179383,4194.871692,4231.794768,4229.230666,4231.281948,0,2045,2047,0,0,2408,312,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
59,0,4215.897333,4273.846049,4246.666563,4238.461435,4250.256306,4252.307588,4274.35887,4247.692204,4235.897332,4249.230665,4197.948615,4239.487076,4232.307589,4238.974255,0,2045,2048,0,0,2408,312,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
60,0,4229.230666,4282.563998,4251.794768,4250.256306,4249.743486,4254.35887,4271.794767,4251.794768,4235.384512,4251.281947,4202.564,4250.769127,4234.871691,4248.205024,0,2045,2049,0,0,2408,312,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
