COUNTER,INTERPOLATED,RAW_CQ,AF3,F7,F3, FC5, T7, P7, O1, O2,P8, T8, FC6, F4,F8, AF4,GYROX, GYROY, TIMESTAMP, ES_TIMESTAMPFUNC_ID, FUNC_VALUE, MARKER, SYNC_SIGNAL,
5,0,508,4130.76923076923,4604.10256410256,4015.89743589744,4193.33333333333,4200.51282051282,4502.05128205128,4569.74358974359,4661.02564102564,4025.12820512821,4233.84615384615,3982.05128205128,4110.76923076923,4330.25641025641,4798.97435897436,1683,1695,0.939,0.0312768779695034,0,0,0,0,
6,0,486,4136.92307692308,4612.82051282051,4021.53846153846,4198.97435897436,4213.84615384615,4512.82051282051,4583.58974358974,4656.92307692308,4043.58974358974,4233.84615384615,3991.28205128205,4131.28205128205,4329.74358974359,4796.41025641026,1684,1695,0.974,0.0312768779695034,0,0,0,0,
7,0,0,4139.48717948718,4618.97435897436,4021.53846153846,4206.15384615385,4223.07692307692,4524.10256410256,4591.79487179487,4651.79487179487,4058.46153846154,4246.66666666667,4004.61538461539,4136.92307692308,4345.12820512821,4810.76923076923,1683,1695,0.974,0.0312768779695034,0,0,0,0,
8,0,437,4142.05128205128,4616.92307692308,4028.20512820513,4208.71794871795,4212.82051282051,4519.48717948718,4583.07692307692,4652.30769230769,4048.71794871795,4251.28205128205,4005.12820512821,4123.07692307692,4341.02564102564,4818.97435897436,1683,1696,0.974,0.0312768779695034,0,0,0,0,
9,0,450,4150.76923076923,4620,4045.64102564103,4214.8717948718,4205.12820512821,4516.41025641026,4583.58974358974,4656.92307692308,4041.53846153846,4237.94871794872,4003.07692307692,4137.4358974359,4339.48717948718,4823.58974358974,1683,1695,0.974,0.0312768779695034,0,0,0,0,
10,0,439,4148.20512820513,4621.02564102564,4042.05128205128,4216.92307692308,4200,4520.51282051282,4585.12820512821,4660.51282051282,4044.61538461539,4229.74358974359,4000,4151.79487179487,4342.5641025641,4821.02564102564,1683,1695,0.974,0.0312768779695034,0,0,0,0,
11,0,460,4135.38461538462,4613.84615384615,4027.69230769231,4212.82051282051,4192.82051282051,4520.51282051282,4575.38461538462,4660,4037.94871794872,4227.17948717949,3996.41025641026,4138.97435897436,4336.41025641026,4811.79487179487,1684,1694,1.013,0.0312768779695034,0,0,0,0,
12,0,402,4129.23076923077,4615.38461538462,4031.28205128205,4214.35897435897,4196.92307692308,4520.51282051282,4573.84615384615,4656.41025641026,4031.79487179487,4223.07692307692,3998.46153846154,4132.82051282051,4335.89743589744,4809.23076923077,1683,1695,1.013,0.0312768779695034,0,0,0,0,
13,0,492,4131.79487179487,4618.46153846154,4032.30769230769,4214.8717948718,4201.53846153846,4523.58974358974,4583.58974358974,4656.92307692308,4033.33333333333,4230.25641025641,3996.92307692308,4132.82051282051,4336.41025641026,4812.82051282051,1683,1694,1.013,0.0312768779695034,0,0,0,0,
14,0,439,4135.89743589744,4612.30769230769,4024.61538461539,4207.69230769231,4190.76923076923,4523.07692307692,4584.61538461538,4660,4034.8717948718,4243.07692307692,3993.84615384615,4115.89743589744,4330.76923076923,4810.76923076923,1684,1694,1.013,0.0312768779695034,0,0,0,0,
