COUNTER,INTERPOLATED,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,,,,,,,,,,,,,,,,,,,,,,,
58,0,4199.999897,4247.179383,4198.461436,4212.307589,4207.179384,4196.922974,4213.33323,4179.999898,4185.640923,4183.589641,4199.999897,4184.615282,4135.384514,4185.128103,0,2051,2041,0,0,2428,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,4200.512718,4248.205024,4201.025538,4216.922974,4207.692205,4196.410154,4214.871692,4176.922975,4185.128103,4188.205026,4200.512718,4183.589641,4138.974258,4184.615282,0,2050,2041,0,0,2428,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,4191.794769,4246.666563,4201.538359,4213.33323,4197.948615,4192.30759,4212.82041,4177.435795,4185.128103,4189.743487,4200.512718,4179.999898,4139.999899,4184.615282,0,2050,2040,0,0,2428,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,4182.05118,4244.615281,4197.948615,4203.589641,4193.333231,4195.384513,4215.384512,4176.410154,4185.640923,4182.564,4200.512718,4175.384513,4133.333232,4184.102462,0,2050,2041,0,0,2428,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,0,4184.102462,4247.692204,4197.948615,4208.717846,4198.461436,4197.435795,4214.358871,4173.846052,4186.666564,4182.564,4201.538359,4174.358872,4133.846053,4184.615282,0,2049,2040,0,0,2428,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,0,4187.692205,4247.179383,4200.512718,4214.358871,4197.948615,4194.358872,4207.692205,4178.461436,4186.666564,4186.153744,4200.512718,4176.922975,4134.358873,4183.589641,0,2050,2041,0,0,2428,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,4185.640923,4238.974255,4198.461436,4205.128102,4190.769128,4190.769128,4202.564,4179.487077,4185.128103,4182.05118,4199.999897,4172.820411,4126.153745,4184.102462,349,2050,2041,0,0,2428,679,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4
65,0,4180.512718,4234.358871,4195.384513,4194.358872,4190.256308,4193.333231,4201.538359,4171.281949,4184.615282,4175.384513,4201.538359,4166.153744,4119.487079,4183.076821,846,2051,2039,0,0,2428,721,0,0,3,4,0,0,0,0,0,0,0,0,0,0,4,4
66,0,4179.999898,4236.410153,4197.435795,4197.948615,4196.922974,4198.461436,4204.615282,4162.564001,4186.153744,4174.871693,4196.922974,4167.692206,4123.589643,4176.922975,876,2050,2039,0,0,2428,721,4,0,3,4,0,0,0,0,0,0,0,0,0,0,4,4
67,0,4177.435795,4235.897332,4201.025538,4204.102461,4199.999897,4200.512718,4206.666564,4156.410155,4186.153744,4176.410154,4195.384513,4172.820411,4127.692207,4177.948616,414,2049,2037,0,0,2428,721,4,4,3,4,0,0,0,0,0,0,0,0,0,0,4,4
68,0,4170.256308,4234.358871,4197.435795,4202.564,4198.461436,4198.461436,4205.128102,4172.30759,4185.128103,4172.820411,4195.384513,4172.30759,4125.640925,4179.487077,791,2051,2038,0,0,2428,721,4,4,3,4,4,0,0,0,0,0,0,0,0,0,4,4
69,0,4165.640924,4232.307589,4187.179385,4198.461436,4198.974256,4198.461436,4205.128102,4181.025539,4184.102462,4169.743488,4189.743487,4163.076821,4120.51272,4171.79477,792,2051,2039,0,0,2428,721,4,4,3,4,4,4,0,0,0,0,0,0,0,0,4,4
70,0,4165.128103,4230.769127,4185.640923,4198.461436,4201.025538,4200.512718,4209.743487,4183.589641,4184.102462,4169.743488,4189.743487,4159.487078,4118.974258,4172.820411,636,2051,2040,0,0,2428,765,4,4,3,4,4,4,4,0,0,0,0,0,0,0,4,4
71,0,4172.30759,4236.410153,4189.230667,4201.538359,4202.051179,4202.051179,4214.871692,4322.563997,4184.615282,4170.769129,4197.435795,4165.128103,4122.564002,4178.974257,602,2051,2040,0,0,2428,765,4,4,3,4,4,4,4,4,0,0,0,0,0,0,4,4
72,0,4183.589641,4241.538358,4188.717846,4203.07682,4200.512718,4202.051179,4213.33323,4564.102452,4184.615282,4171.281949,4199.487077,4168.717847,4125.640925,4175.384513,114,2052,2039,0,0,2428,765,4,4,3,4,4,4,4,4,1,0,0,0,0,0,4,4
73,0,4188.205026,4237.948614,4191.281949,4201.025538,4199.999897,4201.538359,4212.82041,4687.692193,4184.102462,4170.256308,4198.461436,4169.743488,4129.743489,4173.846052,833,2051,2041,0,0,2428,765,4,4,3,4,4,4,4,4,1,4,0,0,0,0,4,4
74,0,4186.153744,4235.384512,4198.974256,4202.564,4203.07682,4204.102461,4215.897333,4698.461424,4186.153744,4170.769129,4201.025538,4175.897334,4136.410155,4178.974257,867,2050,2042,0,0,2428,765,4,4,3,4,4,4,4,4,1,4,0,0,4,0,4,4
75,0,4187.692205,4235.897332,4198.461436,4207.179384,4204.102461,4203.07682,4211.794769,4729.743474,4188.205026,4174.871693,4201.025538,4182.564,4138.974258,4180.512718,248,2052,2041,0,0,2428,765,4,4,3,4,4,4,4,4,1,4,0,0,4,2,4,4
76,0,4180.512718,4234.871691,4195.897333,4207.179384,4202.051179,4197.435795,4206.666564,4754.358858,4186.666564,4173.846052,4197.948615,4177.948616,4135.384514,4178.974257,235,2052,2041,0,0,2428,808,4,4,3,4,4,4,4,4,1,4,3,0,4,2,4,4
77,0,4170.769129,4234.358871,4199.487077,4206.153743,4203.589641,4199.999897,4207.692205,4743.589628,4185.128103,4175.897334,4199.487077,4174.871693,4138.974258,4181.538359,663,2051,2041,0,0,2428,808,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
78,0,4178.974257,4235.384512,4198.974256,4205.128102,4203.589641,4199.487077,4206.666564,4741.538346,4186.153744,4180.512718,4200.512718,4178.974257,4146.153745,4183.076821,867,2052,2041,0,0,2428,808,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
79,0,4188.205026,4232.820409,4189.230667,4196.922974,4198.461436,4187.692205,4203.07682,4738.461423,4185.128103,4175.897334,4194.358872,4178.461436,4143.076822,4180.512718,248,2051,2041,0,0,2428,808,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
80,0,4184.102462,4230.256307,4184.102462,4191.281949,4197.435795,4186.153744,4202.564,4731.281936,4184.102462,4169.230667,4189.743487,4175.897334,4143.589642,4175.897334,235,2052,2039,0,0,2428,808,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
81,0,4181.538359,4228.717845,4191.794769,4196.922974,4199.999897,4196.410154,4206.153743,4731.281936,4184.102462,4170.769129,4195.384513,4176.922975,4152.820411,4179.487077,663,2053,2040,0,0,2428,850,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
82,0,4181.025539,4229.230666,4197.948615,4202.051179,4199.999897,4202.051179,4209.230666,4733.333218,4184.615282,4172.30759,4201.025538,4181.025539,4154.871693,4186.153744,867,2052,2039,0,0,2428,850,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
83,0,4171.281949,4229.743486,4196.922974,4199.999897,4196.410154,4194.871692,4205.640923,4733.333218,4187.179385,4171.79477,4198.974256,4181.538359,4150.769129,4182.564,248,2052,2040,0,0,2428,850,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
84,0,4168.205026,4227.692204,4198.461436,4198.974256,4191.281949,4187.692205,4202.564,4728.717833,4186.153744,4176.922975,4197.948615,4181.025539,4155.897334,4182.05118,235,2052,2040,0,0,2428,850,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
85,0,4185.128103,4228.717845,4196.922974,4201.025538,4189.230667,4192.82041,4210.256307,4728.205013,4186.666564,4186.153744,4199.487077,4182.564,4166.666565,4186.153744,663,2053,2041,0,0,2428,850,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
86,0,4196.410154,4230.256307,4191.794769,4200.512718,4190.256308,4200.512718,4217.435794,4729.230654,4193.846051,4193.333231,4200.512718,4182.05118,4175.384513,4185.640923,867,2053,2041,0,0,2428,892,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
87,0,4189.230667,4228.717845,4195.384513,4199.999897,4198.974256,4201.538359,4217.435794,4727.179372,4194.871692,4200.512718,4200.512718,4183.076821,4184.102462,4185.128103,248,2051,2042,0,0,2428,892,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
88,0,4191.281949,4230.256307,4203.07682,4209.743487,4214.871692,4209.743487,4219.487076,4725.64091,4191.794769,4205.128102,4199.487077,4191.794769,4189.743487,4186.153744,235,2051,2043,0,0,2428,892,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
89,0,4199.999897,4232.307589,4202.051179,4218.461435,4218.974256,4217.948615,4218.974256,4723.076808,4190.769128,4205.128102,4201.538359,4197.948615,4187.179385,4187.179385,663,2051,2043,0,0,2428,892,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
90,0,4193.333231,4228.717845,4198.461436,4207.692205,4206.153743,4206.666564,4213.846051,4714.358859,4188.205026,4199.999897,4201.538359,4192.82041,4176.410154,4186.666564,867,2050,2043,0,0,2428,892,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
91,0,4182.564,4224.615281,4199.999897,4197.948615,4199.999897,4196.410154,4213.846051,4704.102449,4185.640923,4197.948615,4198.974256,4190.769128,4173.846052,4185.640923,248,2051,2041,0,0,2428,892,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
92,0,4186.666564,4222.563999,4200.512718,4204.615282,4203.589641,4198.974256,4216.410153,4700.512706,4187.179385,4199.487077,4199.999897,4194.871692,4184.615282,4185.640923,235,2049,2042,0,0,2428,934,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
93,0,4191.281949,4219.487076,4200.512718,4206.153743,4201.025538,4198.974256,4217.948615,4695.384501,4189.230667,4199.487077,4201.538359,4188.717846,4184.102462,4186.666564,663,2049,2042,0,0,2428,934,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
94,0,4187.179385,4217.948615,4199.487077,4199.999897,4197.948615,4197.435795,4217.948615,4686.153732,4187.179385,4196.410154,4198.974256,4183.076821,4174.358872,4186.153744,867,2048,2040,0,0,2428,934,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
95,0,4184.102462,4219.487076,4197.948615,4202.564,4201.538359,4203.07682,4214.871692,4680.512706,4185.640923,4193.333231,4202.051179,4186.666564,4178.461436,4184.102462,248,2048,2042,0,0,2428,934,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
96,0,4186.666564,4218.974256,4199.999897,4204.102461,4203.07682,4205.128102,4212.307589,4677.948604,4185.640923,4192.30759,4204.615282,4187.179385,4182.05118,4183.589641,235,2049,2041,0,0,2428,934,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
97,0,4185.640923,4215.384512,4196.410154,4198.461436,4199.999897,4201.538359,4212.82041,4670.256296,4187.179385,4189.743487,4190.256308,4179.999898,4171.79477,4185.128103,663,2049,2041,0,0,2428,977,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
98,0,4175.897334,4213.846051,4188.717846,4195.897333,4198.461436,4199.487077,4213.33323,4658.974245,4186.153744,4183.589641,4183.076821,4176.410154,4164.615283,4185.640923,867,2049,2043,0,0,2428,977,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
99,0,4175.384513,4216.410153,4191.281949,4201.538359,4200.512718,4204.615282,4214.871692,4655.384502,4185.640923,4182.05118,4197.435795,4179.999898,4166.153744,4183.076821,248,2048,2043,0,0,2428,977,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
100,0,4187.692205,4215.897333,4195.384513,4205.640923,4201.538359,4211.281948,4215.897333,4652.307579,4188.717846,4185.128103,4204.615282,4185.640923,4167.179385,4182.564,235,2048,2044,0,0,2428,977,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
101,0,4186.153744,4214.871692,4190.256308,4201.538359,4203.07682,4214.871692,4215.897333,4648.205015,4188.205026,4183.589641,4198.974256,4183.589641,4168.717847,4185.128103,663,2049,2042,0,0,2428,977,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
102,0,4168.717847,4213.33323,4187.179385,4198.461436,4204.615282,4213.846051,4217.948615,4646.666553,4186.153744,4184.102462,4201.025538,4179.487077,4166.153744,4184.102462,867,2051,2043,0,0,2428,977,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
103,0,4167.179385,4207.179384,4190.256308,4199.487077,4202.051179,4211.794769,4219.487076,4640.512707,4188.717846,4186.666564,4204.102461,4178.461436,4155.897334,4178.974257,248,2049,2042,0,0,2429,20,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
104,0,4182.05118,4203.589641,4192.82041,4202.564,4202.051179,4214.358871,4218.461435,4629.743477,4188.717846,4183.076821,4201.538359,4180.512718,4153.846052,4178.974257,235,2050,2041,0,0,2429,20,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
105,0,4187.179385,4210.769128,4197.948615,4204.615282,4206.153743,4215.384512,4217.435794,4631.794759,4184.615282,4188.717846,4203.07682,4184.102462,4172.30759,4185.640923,663,2050,2041,0,0,2429,20,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
106,0,4181.538359,4216.922974,4199.999897,4204.615282,4206.153743,4208.205025,4212.82041,4635.384502,4190.769128,4203.589641,4204.615282,4185.640923,4187.692205,4187.692205,867,2048,2044,0,0,2429,20,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
107,0,4183.076821,4208.717846,4190.256308,4201.025538,4200.512718,4201.538359,4208.205025,4625.640913,4197.435795,4201.025538,4203.07682,4185.128103,4177.435795,4184.102462,248,2049,2045,0,0,2429,20,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
108,0,4190.256308,4199.999897,4187.179385,4198.461436,4197.948615,4201.025538,4206.153743,4616.410144,4192.82041,4185.640923,4201.025538,4183.076821,4165.640924,4184.615282,235,2047,2045,0,0,2429,64,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
109,0,4186.153744,4207.692205,4196.922974,4200.512718,4200.512718,4201.025538,4206.153743,4611.794759,4185.128103,4184.102462,4201.025538,4181.538359,4169.230667,4185.640923,663,2046,2046,0,0,2429,64,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
110,0,4182.564,4216.922974,4203.07682,4203.589641,4201.025538,4200.512718,4208.205025,4605.640913,4186.666564,4190.256308,4202.564,4185.640923,4175.897334,4183.076821,867,2048,2047,0,0,2429,64,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
111,0,4185.640923,4210.769128,4199.487077,4202.564,4198.974256,4201.538359,4209.230666,4601.538349,4194.871692,4187.692205,4199.999897,4184.102462,4173.333231,4182.05118,248,2046,2047,0,0,2429,64,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
112,0,4184.615282,4199.999897,4196.922974,4196.410154,4198.974256,4203.589641,4210.769128,4596.410144,4194.358872,4185.128103,4197.948615,4172.820411,4169.743488,4184.102462,235,2045,2063,0,0,2429,64,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
113,0,4179.999898,4201.025538,4197.435795,4190.769128,4199.999897,4201.538359,4209.743487,4589.743478,4188.717846,4189.230667,4201.025538,4172.820411,4175.384513,4184.615282,663,2045,2047,0,0,2429,64,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
114,0,4186.153744,4204.102461,4198.974256,4195.384513,4198.461436,4199.999897,4210.256307,4586.153734,4190.256308,4189.230667,4202.564,4183.589641,4184.102462,4184.102462,867,2044,2046,0,0,2429,106,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
115,0,4195.897333,4201.025538,4201.538359,4202.564,4197.948615,4208.717846,4215.384512,4585.640914,4192.30759,4186.666564,4201.025538,4185.640923,4182.05118,4185.640923,248,2045,2047,0,0,2429,106,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
116,0,4187.179385,4199.999897,4202.051179,4202.051179,4199.999897,4213.846051,4216.410153,4585.128093,4187.179385,4192.30759,4201.538359,4183.076821,4178.461436,4185.640923,235,2045,2046,0,0,2429,106,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
117,0,4184.102462,4203.07682,4202.051179,4202.564,4202.564,4206.666564,4215.384512,4584.615273,4190.256308,4202.564,4205.128102,4189.230667,4187.179385,4184.615282,663,2047,2045,0,0,2429,106,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
118,0,4198.974256,4205.128102,4203.589641,4205.128102,4203.07682,4202.051179,4214.358871,4581.025529,4201.538359,4204.615282,4205.640923,4191.281949,4193.333231,4185.640923,867,2047,2045,0,0,2429,106,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
119,0,4198.974256,4203.07682,4202.564,4199.487077,4201.025538,4203.589641,4211.281948,4568.717837,4195.897333,4193.333231,4202.051179,4183.076821,4185.640923,4186.153744,248,2046,2045,0,0,2429,149,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
120,0,4184.615282,4200.512718,4199.487077,4194.358872,4198.974256,4205.128102,4208.205025,4557.948606,4185.128103,4184.102462,4200.512718,4179.999898,4178.461436,4185.128103,235,2046,2046,0,0,2429,149,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
121,0,4182.564,4199.487077,4198.974256,4199.999897,4199.487077,4207.179384,4214.358871,4556.922965,4190.256308,4192.30759,4203.589641,4183.589641,4183.589641,4183.076821,663,2045,2047,0,0,2429,149,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
122,0,4182.05118,4198.974256,4198.461436,4198.461436,4197.948615,4205.640923,4220.512717,4555.384504,4199.999897,4202.051179,4205.128102,4185.640923,4188.205026,4184.615282,867,2046,2046,0,0,2429,149,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
123,0,4174.871693,4197.948615,4197.435795,4188.205026,4194.871692,4200.512718,4217.948615,4544.615273,4199.487077,4194.358872,4202.564,4185.128103,4177.948616,4185.128103,248,2046,2047,0,0,2429,149,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
124,0,4175.897334,4196.922974,4197.948615,4188.717846,4196.922974,4205.640923,4218.974256,4538.974248,4195.384513,4185.128103,4202.051179,4184.615282,4169.743488,4184.102462,235,2044,2047,0,0,2429,192,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
125,0,4184.615282,4197.948615,4198.461436,4197.948615,4201.538359,4212.82041,4219.487076,4538.461427,4199.487077,4190.256308,4203.07682,4184.615282,4181.025539,4184.102462,663,2045,2047,0,0,2429,192,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
126,0,4191.281949,4200.512718,4198.974256,4199.999897,4203.07682,4213.846051,4218.461435,4530.76912,4197.948615,4191.794769,4202.051179,4187.692205,4187.692205,4185.128103,867,2047,2062,0,0,2429,192,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
127,0,4196.410154,4199.999897,4200.512718,4201.538359,4201.538359,4212.307589,4217.948615,4518.461428,4187.179385,4184.102462,4201.025538,4188.717846,4182.05118,4186.153744,248,2045,2048,0,0,2429,192,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
128,0,4195.384513,4198.461436,4202.564,4204.615282,4203.07682,4208.717846,4217.435794,4511.794761,4185.640923,4182.564,4201.538359,4187.179385,4182.05118,4187.179385,235,2045,2047,0,0,2429,192,4,4,2,4,4,4,4,4,1,4,3,4,4,2,4,4
0,0,4189.743487,4200.512718,4202.051179,4201.025538,4198.461436,4202.051179,4216.922974,4509.230659,4193.333231,4185.640923,4200.512718,4186.153744,4186.153744,4186.666564,349,2045,2046,0,0,2429,192,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
1,0,4186.153744,4199.487077,4201.025538,4199.487077,4189.230667,4198.974256,4215.897333,4505.640915,4194.358872,4182.564,4201.025538,4187.179385,4179.487077,4185.640923,846,2046,2047,0,0,2429,235,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
2,0,4184.102462,4191.281949,4201.025538,4198.974256,4191.794769,4200.512718,4214.871692,4497.948608,4188.205026,4179.999898,4202.564,4189.230667,4171.79477,4184.615282,876,2046,2046,0,0,2429,235,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
3,0,4184.102462,4185.640923,4199.999897,4187.692205,4199.487077,4202.051179,4216.410153,4489.74348,4183.589641,4183.076821,4202.564,4186.666564,4171.281949,4184.102462,414,2045,2047,0,0,2429,235,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
4,0,4183.076821,4187.692205,4198.461436,4183.589641,4197.948615,4202.564,4218.461435,4490.2563,4186.666564,4186.153744,4202.051179,4183.589641,4173.846052,4185.128103,791,2046,2047,0,0,2429,235,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
5,0,4184.102462,4190.769128,4198.974256,4196.922974,4198.461436,4202.051179,4217.948615,4494.871685,4197.948615,4187.692205,4203.589641,4190.769128,4181.025539,4188.205026,792,2046,2047,0,0,2429,235,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
6,0,4190.769128,4191.281949,4201.025538,4204.615282,4202.564,4203.589641,4217.948615,4488.205018,4199.487077,4189.230667,4204.102461,4193.333231,4183.589641,4188.205026,636,2046,2048,0,0,2429,278,4,4,3,4,4,4,4,4,1,4,3,4,4,2,4,4
