COUNTER,INTERPOL RAW_CQ,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,,,,,,,,,,,,,,,,,,,,,,,
36,0,3936.41016,4542.563991,3923.076827,4215.897333,4149.230668,4542.563991,4540.512709,4642.051169,3941.538365,4207.179384,4024.615286,4084.102464,4382.563995,4721.538346,0,1684,1692,0,0,13375,604,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
36,0,3962.051185,4566.666555,3925.64093,4216.410153,4183.076821,4540.512709,4562.05117,4646.153733,3943.076827,4244.10246,4039.999901,4083.076823,4381.025534,4659.999886,0,1682,1692,0,0,13376,630,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
36,0,4034.871696,4588.205016,3923.076827,4214.871692,4210.256307,4539.999889,4552.820401,4642.563989,3944.102468,4241.025537,4066.666567,4085.128105,4313.846048,4788.205011,0,1683,1692,0,0,13377,641,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
36,0,4015.384517,4594.871683,3928.205032,4217.435794,4186.153744,4539.999889,4586.153734,4645.128092,3948.205032,4263.589639,4073.846054,4095.384515,4388.717841,4741.538346,0,1682,1691,0,0,13378,663,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
36,0,3956.92298,4556.922965,3927.692212,4215.384512,4171.281949,4543.076812,4554.358863,4649.743476,3940.512724,4215.897333,4035.897337,4083.589644,4370.256303,4756.41014,0,1682,1695,0,0,13379,684,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
37,0,4126.153745,4564.102452,3917.435802,4215.897333,4015.384517,4548.717837,4472.820403,4640.512707,3912.307597,4113.846053,3926.15375,4068.205029,4466.666557,4772.820396,0,1687,1695,0,0,13369,583,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
37,0,4035.897337,4591.281939,3918.974263,4216.922974,4155.897334,4542.051171,4571.79476,4641.025528,3923.076827,4214.871692,4046.666568,4077.435798,4404.102456,4816.410139,0,1685,1691,0,0,13370,606,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
37,0,4006.666569,4565.640914,3915.38452,4215.384512,4160.512719,4540.512709,4558.461427,4650.256297,3927.179391,4210.256307,4056.922978,4086.666567,4441.025532,4782.051165,0,1684,1692,0,0,13371,609,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
37,0,3888.717854,4479.99989,3920.512725,4215.897333,4116.922976,4541.02553,4514.871684,4645.128092,3927.179391,4157.948616,3967.692211,4075.897336,4392.307585,4684.61527,0,1683,1691,0,0,13372,620,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
37,0,3982.051185,4578.461427,3927.179391,4217.435794,4206.153743,4542.051171,4569.230657,4643.07681,3929.230673,4235.384512,4033.846055,4079.9999,4427.179379,4778.974242,0,1683,1691,0,0,13373,630,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
37,0,3967.17939,4565.128093,3926.666571,4215.897333,4237.948614,4539.487068,4576.410145,4648.205015,3934.358878,4222.563999,4034.358876,4086.153746,4416.922969,4739.487064,0,1682,1692,0,0,13374,641,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
37,0,3956.41016,4540.512709,3921.025545,4216.410153,4154.358873,4538.974248,4535.897325,4640.512707,3938.974263,4225.640922,4029.743491,4081.538362,4390.256303,4756.41014,0,1683,1693,0,0,13375,655,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
37,0,3999.999902,4575.897324,3923.076827,4216.410153,4219.487076,4539.487068,4571.281939,4650.256297,3941.538365,4243.58964,4053.333234,4086.666567,4387.6922,4717.948603,0,1683,1692,0,0,13376,630,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
37,0,4024.102466,4576.410145,3922.564007,4214.871692,4186.666564,4540.512709,4536.410145,4645.640912,3941.025545,4230.769127,4055.384516,4082.051182,4297.948613,4747.179371,0,1683,1693,0,0,13377,641,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
37,0,4017.94862,4602.56399,3927.179391,4217.948615,4206.666564,4538.974248,4588.717837,4648.205015,3949.743493,4273.333229,4081.025541,4094.871695,4399.999892,4784.102447,0,1682,1692,0,0,13378,663,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
37,0,3968.205031,4561.025529,3927.179391,4216.922974,4181.538359,4542.563991,4567.179375,4647.692194,3947.179391,4241.025537,4044.615286,4090.25631,4384.102457,4767.692191,0,1683,1693,0,0,13379,684,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
38,0,4184.102462,4630.256297,3922.564007,4217.948615,4049.23067,4551.28194,4537.435786,4644.102451,3924.615289,4193.846051,3992.307595,4077.948618,4537.948607,4814.871677,0,1686,1694,0,0,13369,583,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
38,0,4037.435799,4612.8204,3919.487084,4216.922974,4162.564001,4542.051171,4583.076811,4639.487066,3928.205032,4238.974255,4067.692208,4079.9999,4441.025532,4812.307575,0,1686,1692,0,0,13370,606,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
38,0,3983.076826,4542.563991,3918.461443,4214.871692,4149.230668,4541.02553,4553.333222,4647.179374,3919.999904,4193.333231,4019.999902,4078.974259,4409.230661,4718.461423,0,1682,1693,0,0,13371,609,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
38,0,3924.102468,4512.820402,3921.025545,4214.358871,4125.128104,4541.53835,4537.948607,4648.205015,3928.717853,4178.461436,4004.102466,4082.051182,4427.692199,4762.051166,0,1681,1692,0,0,13372,620,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
38,0,3981.538364,4549.230658,3926.15375,4217.435794,4184.615282,4541.53835,4548.717837,4640.512707,3926.15375,4202.051179,4009.743492,4082.051182,4399.999892,4768.717832,0,1684,1690,0,0,13373,630,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
38,0,3954.358878,4545.128094,3925.128109,4215.897333,4188.205026,4543.076812,4565.640914,4646.153733,3937.435801,4224.102461,4014.358876,4082.564003,4399.999892,4771.281935,0,1683,1692,0,0,13374,641,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
38,0,3977.4358,4540.512709,3919.487084,4215.897333,4170.256308,4541.53835,4536.922966,4645.640912,3939.999904,4215.384512,4024.615286,4080.512721,4382.051175,4763.076807,0,1684,1693,0,0,13375,655,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
38,0,4019.999902,4564.615273,3920.512725,4214.871692,4219.487076,4541.02553,4566.666555,4647.179374,3941.025545,4240.512717,4050.769132,4087.179387,4381.025534,4793.846037,0,1682,1691,0,0,13376,630,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
38,0,3988.205031,4561.025529,3919.999904,4214.871692,4147.179386,4540.512709,4523.076812,4645.640912,3939.487083,4226.153743,4034.358876,4082.564003,4269.743485,4697.435783,0,1683,1692,0,0,13377,641,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
38,0,4057.948619,4612.8204,3926.15375,4217.435794,4232.820409,4541.02553,4589.743478,4647.692194,3946.15375,4267.179383,4086.153746,4090.769131,4404.615277,4836.922959,0,1683,1691,0,0,13378,663,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
38,0,4028.71785,4583.076811,3926.666571,4216.922974,4191.281949,4541.02553,4595.897324,4645.640912,3954.358878,4272.307588,4065.640926,4100.51272,4403.589636,4738.461423,0,1682,1693,0,0,13379,684,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
39,0,4225.128102,4666.153732,3920.512725,4217.435794,4133.333232,4551.79476,4562.563991,4642.563989,3919.999904,4206.153743,4025.128107,4078.974259,4574.871683,4858.46142,0,1687,1697,0,0,13369,583,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
39,0,4022.564004,4598.974247,3918.974263,4216.922974,4141.53836,4542.051171,4574.358863,4636.410143,3920.512725,4204.102461,4038.46144,4075.897336,4421.538353,4750.769115,0,1686,1691,0,0,13370,606,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
39,0,3954.358878,4524.615274,3921.538366,4216.410153,4115.897335,4541.53835,4539.487068,4641.025528,3921.025545,4168.717847,4014.358876,4073.846054,4397.43579,4722.051167,0,1683,1693,0,0,13371,609,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
39,0,3950.256314,4526.666556,3923.076827,4215.897333,4134.358873,4541.53835,4538.974248,4648.717835,3927.692212,4176.410154,4009.743492,4084.615285,4437.948609,4706.666552,0,1683,1691,0,0,13372,620,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
39,0,4003.589646,4561.53835,3925.128109,4215.897333,4191.281949,4543.076812,4566.666555,4645.128092,3935.384519,4234.871691,4029.230671,4086.666567,4414.871687,4771.281935,0,1682,1690,0,0,13373,630,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
39,0,3989.743492,4567.179375,3923.589648,4217.435794,4158.461437,4543.076812,4590.769119,4648.717835,3946.66657,4261.538357,4049.743491,4083.076823,4419.487071,4819.999882,0,1682,1691,0,0,13374,641,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
39,0,3979.999903,4538.974248,3922.564007,4214.871692,4183.076821,4543.589632,4546.153735,4644.615271,3941.025545,4214.871692,4026.153748,4083.589644,4379.487072,4724.615269,0,1683,1692,0,0,13375,655,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
39,0,4024.615286,4579.487068,3923.589648,4215.384512,4212.307589,4544.102453,4580.512709,4647.179374,3943.589647,4261.538357,4063.589644,4087.179387,4390.769123,4774.358858,0,1683,1692,0,0,13376,679,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
39,0,4006.153748,4574.871683,3922.564007,4215.897333,4190.769128,4541.02553,4536.410145,4641.538348,3942.564006,4225.640922,4050.256311,4086.153746,4291.794767,4734.358859,0,1684,1692,0,0,13377,693,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
39,0,4065.128106,4606.666554,3927.179391,4215.897333,4227.692204,4543.076812,4585.640914,4643.07681,3943.076827,4243.58964,4074.358875,4089.74349,4392.820405,4809.743472,0,1683,1691,0,0,13378,663,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
39,0,4052.307593,4595.384503,3926.15375,4216.410153,4218.974256,4540.512709,4596.410144,4647.179374,3948.205032,4258.974255,4082.564003,4095.384515,4411.281943,4775.384499,0,1684,1693,0,0,13379,684,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
40,0,4206.666564,4624.615272,3914.871699,4215.384512,4128.205027,4550.256299,4522.051171,4639.999887,3909.743494,4154.358873,3985.128108,4069.74349,4526.153735,4829.743472,0,1686,1696,0,0,13369,583,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
40,0,4054.358875,4620.512708,3919.999904,4217.948615,4135.897335,4542.051171,4591.281939,4638.974246,3926.666571,4218.974256,4054.358875,4080.512721,4432.820404,4801.025524,0,1685,1693,0,0,13370,606,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
40,0,3995.384518,4568.205016,3923.076827,4216.922974,4150.769129,4544.615273,4564.615273,4644.102451,3930.769135,4208.205025,4069.74349,4081.538362,4450.769122,4793.333216,0,1683,1692,0,0,13371,609,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
40,0,3954.871698,4519.999889,3921.538366,4215.384512,4155.897334,4539.999889,4531.28194,4645.640912,3929.743494,4167.179385,3995.384518,4080.512721,4424.615276,4662.051168,0,1681,1692,0,0,13372,620,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
40,0,4011.281953,4582.563991,3927.179391,4215.384512,4201.538359,4543.076812,4590.256298,4651.281938,3937.435801,4268.717844,4048.71785,4087.692208,4437.435789,4788.717832,0,1685,1691,0,0,13373,630,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
40,0,4037.435799,4610.769118,3925.128109,4216.922974,4210.256307,4538.974248,4613.846041,4648.717835,3945.128109,4281.025536,4087.692208,4087.179387,4463.589634,4832.820395,0,1683,1692,0,0,13374,641,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
40,0,3976.92298,4534.871684,3926.666571,4215.384512,4164.102462,4540.512709,4544.102453,4640.512707,3939.999904,4217.435794,4035.897337,4085.640926,4386.153739,4719.999885,0,1683,1695,0,0,13375,655,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
40,0,3997.4358,4564.615273,3923.589648,4217.948615,4195.897333,4541.53835,4562.05117,4648.717835,3939.487083,4231.794768,4040.512722,4083.589644,4374.871688,4693.333219,0,1683,1690,0,0,13376,679,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
40,0,3996.410159,4584.102452,3926.15375,4215.384512,4198.974256,4541.53835,4542.563991,4645.128092,3943.076827,4215.897333,4059.999901,4084.615285,4308.205023,4753.846038,0,1684,1691,0,0,13377,693,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
40,0,4009.743492,4580.512709,3927.692212,4215.384512,4196.410154,4542.051171,4570.769119,4641.025528,3942.564006,4211.794769,4052.820414,4092.820413,4369.743483,4729.230654,0,1684,1691,0,0,13378,663,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
40,0,4025.640927,4589.230657,3926.666571,4216.922974,4216.922974,4541.53835,4587.179375,4646.666553,3943.589647,4244.10246,4081.538362,4087.692208,4409.230661,4856.922958,0,1683,1693,0,0,13379,684,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
41,0,4103.589643,4539.487068,3915.38452,4216.922974,4002.564005,4550.769119,4453.333224,4642.563989,3902.051187,4096.922977,3898.974264,4061.538362,4429.743481,4742.051166,0,1686,1696,0,0,13369,633,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
41,0,4070.769131,4629.230656,3919.999904,4218.974256,4161.025539,4546.666555,4597.435785,4644.615271,3927.692212,4248.717845,4072.820413,4081.538362,4446.666558,4846.666548,0,1687,1692,0,0,13370,606,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
41,0,4008.717851,4573.333222,3918.974263,4217.435794,4182.564,4551.79476,4562.563991,4646.153733,3922.051186,4224.615281,4063.589644,4083.589644,4451.281942,4741.538346,0,1683,1692,0,0,13371,609,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
41,0,3954.358878,4513.333223,3921.538366,4214.871692,4164.615283,4539.487068,4531.794761,4643.58963,3929.230673,4159.999898,4001.025543,4077.435798,4423.589635,4716.410141,0,1683,1693,0,0,13372,620,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
41,0,4015.384517,4586.153734,3927.692212,4215.897333,4213.846051,4543.076812,4586.153734,4647.179374,3931.794776,4265.640921,4040.512722,4086.666567,4443.589635,4796.410139,0,1683,1690,0,0,13373,630,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
41,0,4030.769132,4612.30758,3927.692212,4214.358871,4246.666563,4542.051171,4605.640913,4639.999887,3941.025545,4269.743485,4067.179388,4087.692208,4468.205019,4791.794755,0,1683,1691,0,0,13374,641,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
41,0,3988.205031,4550.769119,3926.666571,4216.410153,4152.820411,4540.512709,4545.128094,4641.538348,3942.051186,4225.640922,4045.640927,4086.153746,4397.94861,4754.358858,0,1684,1693,0,0,13375,655,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
41,0,3958.461442,4530.256299,3920.512725,4217.435794,4163.589642,4538.461427,4532.307581,4646.666553,3938.461442,4190.256308,4005.640928,4080.512721,4350.256304,4684.61527,0,1683,1691,0,0,13376,679,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
41,0,3979.999903,4583.589632,3923.589648,4215.384512,4150.256309,4538.461427,4547.179376,4649.230656,3943.076827,4234.358871,4063.589644,4086.153746,4306.153741,4742.051166,0,1683,1692,0,0,13377,693,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
41,0,3972.307595,4567.692196,3925.128109,4216.922974,4177.948616,4541.53835,4569.230657,4644.615271,3944.102468,4219.487076,4044.615286,4094.871695,4353.846047,4711.794757,0,1683,1691,0,0,13378,713,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
41,0,3991.794774,4570.769119,3926.15375,4215.897333,4167.179385,4543.076812,4582.05117,4645.640912,3950.256314,4241.025537,4060.512721,4090.769131,4389.230662,4818.974241,0,1683,1693,0,0,13379,684,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
42,0,4065.640926,4532.307581,3915.89734,4217.948615,3980.512723,4552.307581,4457.435788,4644.102451,3911.794776,4104.102464,3897.948623,4069.23067,4421.025533,4741.025525,0,1687,1694,0,0,13369,633,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
42,0,4016.922979,4577.948606,3917.948622,4216.922974,4152.820411,4552.307581,4559.487068,4642.563989,3918.461443,4196.922974,4026.666568,4072.307593,4392.307585,4766.66655,0,1684,1693,0,0,13370,656,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
42,0,3955.384519,4527.179376,3914.358879,4216.922974,4157.435796,4552.307581,4524.615274,4643.07681,3911.281956,4176.410154,4011.794774,4075.897336,4398.461431,4684.10245,0,1682,1693,0,0,13371,660,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
42,0,3963.589647,4526.666556,3922.051186,4216.922974,4157.948616,4543.589632,4542.563991,4643.58963,3932.307596,4183.076821,4020.512722,4081.025541,4441.538353,4759.999884,0,1682,1692,0,0,13372,671,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
42,0,4016.922979,4570.256298,3926.15375,4215.897333,4210.256307,4543.589632,4567.179375,4639.999887,3930.256314,4247.692204,4025.640927,4084.615285,4430.256302,4781.538345,0,1683,1692,0,0,13373,682,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
42,0,3997.4358,4583.589632,3926.666571,4214.358871,4230.769127,4546.666555,4591.281939,4637.435784,3938.974263,4259.999896,4037.948619,4085.128105,4435.384507,4750.256294,0,1684,1693,0,0,13374,641,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
42,0,3951.281955,4535.384504,3923.589648,4215.384512,4130.76913,4543.076812,4533.846043,4642.051169,3935.384519,4215.897333,4015.384517,4082.564003,4373.846047,4739.487064,0,1683,1695,0,0,13375,655,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
42,0,3973.846057,4555.897324,3921.025545,4212.307589,4188.717846,4539.487068,4558.461427,4648.205015,3944.615288,4218.461435,4030.256312,4085.128105,4370.769124,4750.769115,0,1683,1690,0,0,13376,679,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
42,0,4009.743492,4581.025529,3920.512725,4217.435794,4156.922975,4539.999889,4553.846042,4643.07681,3944.102468,4254.35887,4067.692208,4087.179387,4305.1281,4759.999884,0,1684,1690,0,0,13377,693,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
42,0,4001.025543,4581.53835,3926.15375,4216.922974,4175.384513,4542.563991,4584.615273,4649.230656,3947.692211,4257.948614,4052.820414,4093.846054,4365.640919,4776.92296,0,1684,1692,0,0,13378,713,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
42,0,3984.102467,4552.820401,3925.64093,4215.384512,4149.743488,4543.076812,4572.820401,4646.153733,3952.820416,4212.82041,4032.307594,4096.410156,4363.076816,4705.12809,0,1684,1693,0,0,13379,735,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
43,0,4167.179385,4626.666554,3916.410161,4217.948615,4103.076823,4548.717837,4542.051171,4642.563989,3928.205032,4180.512718,3999.999902,4083.076823,4518.974248,4816.410139,0,1685,1692,0,0,13369,633,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
43,0,4021.025543,4597.948606,3918.974263,4216.922974,4152.820411,4550.256299,4571.79476,4638.461425,3924.615289,4182.05118,4037.435799,4074.871695,4400.512713,4761.538345,0,1684,1694,0,0,13370,656,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
43,0,3969.743493,4546.153735,3915.89734,4216.410153,4155.897334,4549.230658,4538.974248,4644.102451,3922.051186,4188.205026,4031.281953,4077.435798,4419.487071,4768.717832,0,1684,1693,0,0,13371,660,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
43,0,3979.487082,4538.974248,3921.025545,4217.948615,4162.05118,4546.153735,4553.333222,4640.512707,3934.871699,4199.487077,4022.564004,4085.640926,4445.640917,4739.487064,0,1683,1692,0,0,13372,671,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
43,0,4037.435799,4580.512709,3926.666571,4215.384512,4214.358871,4543.589632,4585.128093,4640.512707,3938.461442,4256.922973,4052.820414,4086.153746,4441.025532,4796.92296,0,1684,1690,0,0,13373,682,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
43,0,3974.871698,4569.230657,3923.589648,4215.897333,4202.051179,4545.128094,4581.025529,4645.128092,3936.41016,4246.153742,4038.46144,4084.615285,4413.846046,4770.256294,0,1684,1691,0,0,13374,691,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
43,0,3908.717853,4506.666556,3921.025545,4214.358871,4117.948617,4543.589632,4517.948607,4642.051169,3932.820417,4184.615282,3984.102467,4079.9999,4343.589637,4687.692193,0,1684,1695,0,0,13375,709,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
43,0,4028.20503,4593.846042,3924.615289,4211.794769,4243.58964,4542.563991,4592.30758,4649.743476,3946.15375,4253.84605,4067.692208,4087.692208,4402.563995,4784.102447,0,1683,1690,0,0,13376,679,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
43,0,4030.769132,4581.025529,3921.025545,4217.435794,4185.640923,4543.589632,4551.28194,4640.512707,3944.102468,4245.640922,4051.281952,4084.102464,4299.999895,4770.256294,0,1682,1691,0,0,13377,693,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
43,0,4062.564003,4610.256298,3928.717853,4215.384512,4197.435795,4542.051171,4596.922965,4647.179374,3954.358878,4278.974254,4085.128105,4096.410156,4401.538354,4838.974241,0,1683,1692,0,0,13378,713,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
43,0,4024.102466,4576.410145,3926.15375,4216.922974,4209.230666,4539.487068,4588.717837,4647.692194,3952.307596,4222.563999,4049.743491,4097.435797,4377.948611,4722.563987,0,1684,1693,0,0,13379,735,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
44,0,4244.615281,4678.461424,3919.999904,4216.922974,4140.512719,4542.051171,4582.05117,4643.58963,3925.64093,4224.615281,4045.128106,4080.512721,4570.256298,4854.358856,0,1686,1692,0,0,13369,633,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
44,0,4060.512721,4641.025528,3921.538366,4217.948615,4175.897334,4548.717837,4602.05117,4641.538348,3927.692212,4229.743486,4071.794772,4079.48708,4444.615276,4815.384498,0,1683,1693,0,0,13370,656,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
44,0,4035.897337,4598.461426,3918.974263,4216.922974,4197.435795,4551.28194,4577.948606,4645.128092,3931.281955,4236.410153,4071.281952,4085.128105,4469.74348,4803.589626,0,1683,1693,0,0,13371,660,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
44,0,3964.102467,4511.794761,3921.025545,4215.897333,4148.205027,4545.128094,4544.102453,4637.948605,3928.717853,4166.153744,4001.025543,4084.102464,4424.102456,4709.743475,0,1683,1691,0,0,13372,671,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
44,0,4044.615286,4608.717836,3927.179391,4215.897333,4240.512717,4542.051171,4613.333221,4646.153733,3939.999904,4273.846049,4082.051182,4087.179387,4473.333224,4837.435779,0,1683,1692,0,0,13373,682,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
44,0,3965.128108,4562.563991,3924.102468,4215.897333,4183.589641,4541.02553,4567.179375,4644.615271,3936.922981,4227.179384,4034.871696,4083.076823,4411.281943,4792.307575,0,1684,1693,0,0,13374,691,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
44,0,3973.333236,4545.128094,3919.487084,4215.384512,4172.30759,4541.02553,4537.948607,4643.58963,3945.128109,4205.128102,4021.538363,4085.128105,4369.743483,4708.205013,0,1684,1694,0,0,13375,709,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
44,0,4026.666568,4583.076811,3924.102468,4213.33323,4239.487076,4542.563991,4579.999888,4644.102451,3942.051186,4243.076819,4067.692208,4085.640926,4409.230661,4761.538345,0,1684,1689,0,0,13376,679,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
44,0,4024.102466,4590.769119,3925.128109,4215.897333,4194.358872,4542.051171,4559.487068,4646.153733,3945.128109,4258.461434,4048.205029,4086.153746,4306.666561,4736.922961,0,1684,1691,0,0,13377,693,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
44,0,4088.717849,4628.717836,3930.256314,4215.384512,4247.692204,4539.999889,4604.615272,4646.153733,3955.897339,4289.230664,4112.307592,4098.974259,4426.666558,4827.69219,0,1685,1692,0,0,13378,713,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
44,0,4065.128106,4611.281939,3927.179391,4216.922974,4252.820409,4539.999889,4609.743477,4648.205015,3955.384519,4279.999895,4092.307592,4094.871695,4408.717841,4818.461421,0,1683,1692,0,0,13379,735,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
45,0,4175.384513,4608.205016,3921.025545,4217.435794,4066.153747,4540.512709,4526.153735,4646.666553,3908.717853,4175.897334,3975.897339,4066.666567,4502.051172,4822.051164,0,1685,1692,0,0,13369,633,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
45,0,4031.281953,4596.922965,3919.999904,4217.435794,4149.743488,4550.256299,4572.820401,4645.128092,3915.38452,4217.948615,4029.743491,4071.794772,4401.025533,4772.820396,0,1683,1693,0,0,13370,656,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
45,0,4033.333235,4588.205016,3918.461443,4217.435794,4188.717846,4551.79476,4567.179375,4643.58963,3922.564007,4218.461435,4054.871696,4084.615285,4452.820404,4730.256295,0,1684,1694,0,0,13371,660,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
45,0,3930.256314,4478.974249,3923.589648,4215.897333,4121.538361,4545.128094,4523.076812,4645.640912,3924.615289,4153.333232,3977.948621,4078.461439,4401.538354,4690.769116,0,1683,1692,0,0,13372,671,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
45,0,4002.051184,4580.512709,3927.179391,4217.948615,4209.743487,4541.53835,4585.128093,4647.692194,3928.717853,4242.563999,4048.205029,4079.9999,4446.153737,4822.563985,0,1684,1692,0,0,13373,682,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
45,0,3977.4358,4554.358863,3923.589648,4215.384512,4165.128103,4541.53835,4563.589632,4640.512707,3937.948622,4224.102461,4026.666568,4083.076823,4408.20502,4754.358858,0,1685,1692,0,0,13374,691,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
45,0,4046.666568,4598.461426,3919.487084,4216.410153,4213.846051,4540.512709,4568.717837,4643.58963,3949.230673,4252.307588,4071.794772,4090.25631,4419.999892,4779.999883,0,1684,1695,0,0,13375,709,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
45,0,3959.487083,4546.666555,3921.025545,4211.794769,4194.358872,4541.02553,4547.179376,4641.538348,3937.948622,4216.410153,4040.512722,4083.589644,4386.666559,4713.846039,0,1683,1690,0,0,13376,731,4,4,0,0,4,0,4,0,1,4,4,0,4,4,4,4
